date,country,ticker,top_5_weight,tech_sector_weight,n_holdings_used,status,notes
2020-06-30,France,EWQ US Equity,33.5037,4.6629,81,ok,pct(sum=99.7)
2020-09-30,France,EWQ US Equity,33.2721,4.9928,78,ok,pct(sum=99.8)
2020-12-31,France,EWQ US Equity,32.2153,4.8146,74,ok,pct(sum=100.0)
2021-03-31,France,EWQ US Equity,32.7087,4.8355,74,ok,pct(sum=99.9)
2021-06-30,France,EWQ US Equity,33.0454,4.7851,74,ok,pct(sum=99.7)
2021-09-30,France,EWQ US Equity,32.5395,5.4221,72,ok,pct(sum=99.1)
2021-12-31,France,EWQ US Equity,34.3422,5.5492,70,ok,pct(sum=100.5)
2022-03-31,France,EWQ US Equity,34.6731,5.3855,70,ok,pct(sum=100.6)
2022-06-30,France,EWQ US Equity,37.1,4.8402,66,ok,pct(sum=101.0)
2022-09-30,France,EWQ US Equity,36.9004,5.1601,66,ok,pct(sum=100.8)
2022-12-31,France,EWQ US Equity,37.1906,4.4571,66,ok,pct(sum=100.8)
2023-03-31,France,EWQ US Equity,37.6367,4.8914,64,ok,pct(sum=100.6)
2023-06-30,France,EWQ US Equity,37.5498,4.8881,64,ok,pct(sum=100.5)
2023-09-30,France,EWQ US Equity,37.6781,4.6503,64,ok,pct(sum=100.8)
2023-12-31,France,EWQ US Equity,37.0071,5.0947,62,ok,pct(sum=101.1)
2024-03-31,France,EWQ US Equity,36.3319,4.618,63,ok,pct(sum=101.0)
2024-06-30,France,EWQ US Equity,37.6124,4.4545,62,ok,pct(sum=101.2)
2024-09-30,France,EWQ US Equity,36.9251,4.0126,61,ok,pct(sum=99.8)
2024-12-31,France,EWQ US Equity,35.933,3.6787,60,ok,pct(sum=99.9)
2025-03-31,France,EWQ US Equity,33.9957,3.2036,59,ok,pct(sum=99.8)
2025-06-30,France,EWQ US Equity,31.4002,3.4734,58,ok,pct(sum=99.9)
2025-09-30,France,EWQ US Equity,32.455,3.0568,57,ok,pct(sum=99.9)
2025-12-31,France,EWQ US Equity,33.572,2.846,55,ok,pct(sum=100.0)
2026-03-31,France,EWQ US Equity,33.8179,2.6276,54,ok,pct(sum=100.0)
2026-06-30,France,EWQ US Equity,34.4425,3.5347,55,ok,pct(sum=99.9)
2016-06-30,Germany,EWG US Equity,36.1744,8.7875,57,ok,pct(sum=99.4)
2016-09-30,Germany,EWG US Equity,36.5538,9.805,57,ok,pct(sum=99.5)
2016-12-31,Germany,EWG US Equity,37.3171,9.2085,58,ok,pct(sum=99.1)
2017-03-31,Germany,EWG US Equity,37.7146,9.5492,59,ok,pct(sum=97.9)
2017-06-30,Germany,EWG US Equity,36.9866,9.5602,58,ok,pct(sum=98.4)
2017-09-30,Germany,EWG US Equity,37.2197,9.5928,59,ok,pct(sum=99.0)
2017-12-31,Germany,EWG US Equity,35.3224,9.521,63,ok,pct(sum=99.6)
2018-03-31,Germany,EWG US Equity,33.8445,9.2427,64,ok,pct(sum=99.6)
2018-06-30,Germany,EWG US Equity,35.7035,10.3302,69,ok,pct(sum=99.6)
2018-09-30,Germany,EWG US Equity,35.1006,10.6973,69,ok,pct(sum=99.5)
2018-12-31,Germany,EWG US Equity,35.625,10.7935,67,ok,pct(sum=99.4)
2019-03-31,Germany,EWG US Equity,35.4266,11.5339,66,ok,pct(sum=99.3)
2019-06-30,Germany,EWG US Equity,37.0534,12.6608,65,ok,pct(sum=99.3)
2019-09-30,Germany,EWG US Equity,35.8858,11.6203,64,ok,pct(sum=99.5)
2019-12-31,Germany,EWG US Equity,37.1071,12.3997,60,ok,pct(sum=99.3)
2020-03-31,Germany,EWG US Equity,36.7058,13.6329,59,ok,pct(sum=99.3)
2020-06-30,Germany,EWG US Equity,36.8232,15.2508,62,ok,pct(sum=99.4)
2020-09-30,Germany,EWG US Equity,35.0843,15.827,63,ok,pct(sum=99.5)
2020-12-31,Germany,EWG US Equity,33.0145,13.7994,62,ok,pct(sum=100.0)
2021-03-31,Germany,EWG US Equity,32.8804,12.7963,63,ok,pct(sum=99.5)
2021-06-30,Germany,EWG US Equity,32.3939,13.3978,62,ok,pct(sum=99.4)
2021-09-30,Germany,EWG US Equity,32.712,13.6638,64,ok,pct(sum=99.2)
2021-12-31,Germany,EWG US Equity,32.9226,14.3735,61,ok,pct(sum=99.3)
2022-03-31,Germany,EWG US Equity,33.459,12.8025,62,ok,pct(sum=99.1)
2022-06-30,Germany,EWG US Equity,34.777,12.4304,60,ok,pct(sum=98.9)
2022-09-30,Germany,EWG US Equity,35.0314,12.9174,60,ok,pct(sum=99.0)
2022-12-31,Germany,EWG US Equity,35.5265,12.9995,59,ok,pct(sum=98.7)
2023-03-31,Germany,EWG US Equity,36.6553,14.4302,59,ok,pct(sum=99.2)
2023-06-30,Germany,EWG US Equity,37.0771,15.0565,59,ok,pct(sum=99.0)
2023-09-30,Germany,EWG US Equity,37.7133,14.9963,59,ok,pct(sum=99.1)
2023-12-31,Germany,EWG US Equity,39.2091,16.1317,58,ok,pct(sum=99.8)
2024-03-31,Germany,EWG US Equity,41.4185,17.4684,56,ok,pct(sum=99.8)
2024-06-30,Germany,EWG US Equity,42.6816,18.7914,57,ok,pct(sum=99.8)
2024-09-30,Germany,EWG US Equity,43.9815,18.5161,56,ok,pct(sum=99.9)
2024-12-31,Germany,EWG US Equity,46.6491,20.5269,56,ok,pct(sum=99.9)
2025-03-31,Germany,EWG US Equity,47.379,19.0279,54,ok,pct(sum=99.8)
2025-06-30,Germany,EWG US Equity,45.4561,19.502,52,ok,pct(sum=100.0)
2025-09-30,Germany,EWG US Equity,45.1473,17.4901,53,ok,pct(sum=100.0)
2025-12-31,Germany,EWG US Equity,44.0724,15.9875,53,ok,pct(sum=100.0)
2026-03-31,Germany,EWG US Equity,42.9818,13.0665,53,ok,pct(sum=100.0)
2026-06-30,Germany,EWG US Equity,44.9986,15.2089,52,ok,pct(sum=100.0)
2016-06-30,Hong Kong,EWH US Equity,41.773,0.4437,45,ok,pct(sum=99.3)
2016-09-30,Hong Kong,EWH US Equity,42.9511,0.4618,45,ok,pct(sum=99.5)
2016-12-31,Hong Kong,EWH US Equity,40.361,0.6481,46,ok,pct(sum=99.6)
2017-03-31,Hong Kong,EWH US Equity,38.5854,0.7205,47,ok,pct(sum=98.9)
2017-06-30,Hong Kong,EWH US Equity,40.3213,0.7455,46,ok,pct(sum=99.2)
2017-09-30,Hong Kong,EWH US Equity,39.7863,0.7587,47,ok,pct(sum=98.9)
2017-12-31,Hong Kong,EWH US Equity,40.7082,0.6856,49,ok,pct(sum=99.8)
2018-03-31,Hong Kong,EWH US Equity,40.883,0.8026,49,ok,pct(sum=99.7)
2018-06-30,Hong Kong,EWH US Equity,,,,empty_after_filter,raw_rows=1
2018-09-30,Hong Kong,EWH US Equity,42.324,0.6021,48,ok,pct(sum=99.4)
2018-12-31,Hong Kong,EWH US Equity,41.8561,0.598,48,ok,pct(sum=99.9)
2019-03-31,Hong Kong,EWH US Equity,42.5663,0.6173,48,ok,pct(sum=99.6)
2019-06-30,Hong Kong,EWH US Equity,45.0449,0.5585,47,ok,pct(sum=99.7)
2019-09-30,Hong Kong,EWH US Equity,44.725,0.7571,47,ok,pct(sum=99.4)
2019-12-31,Hong Kong,EWH US Equity,45.8443,0.7983,44,ok,pct(sum=99.8)
2020-03-31,Hong Kong,EWH US Equity,47.1707,0.6659,44,ok,pct(sum=99.5)
2020-06-30,Hong Kong,EWH US Equity,47.6605,0.7159,41,ok,pct(sum=99.5)
2020-09-30,Hong Kong,EWH US Equity,48.0252,0.7235,42,ok,pct(sum=99.8)
2020-12-31,Hong Kong,EWH US Equity,47.7891,0.9438,38,ok,pct(sum=100.0)
2021-03-31,Hong Kong,EWH US Equity,46.1131,0.8423,39,ok,pct(sum=99.9)
2021-06-30,Hong Kong,EWH US Equity,47.0407,0.0,38,ok,pct(sum=99.9)
2021-09-30,Hong Kong,EWH US Equity,50.5344,0.0,38,ok,pct(sum=99.8)
2021-12-31,Hong Kong,EWH US Equity,50.1769,0.0,36,ok,pct(sum=100.0)
2022-03-31,Hong Kong,EWH US Equity,47.8592,0.0,36,ok,pct(sum=99.8)
2022-06-30,Hong Kong,EWH US Equity,48.7024,0.0,35,ok,pct(sum=99.8)
2022-09-30,Hong Kong,EWH US Equity,45.8776,0.0,35,ok,pct(sum=99.7)
2022-12-31,Hong Kong,EWH US Equity,48.1694,0.0,34,ok,pct(sum=99.9)
2023-03-31,Hong Kong,EWH US Equity,48.6499,0.0,33,ok,pct(sum=99.8)
2023-06-30,Hong Kong,EWH US Equity,48.0804,0.0,33,ok,pct(sum=99.6)
2023-09-30,Hong Kong,EWH US Equity,47.8768,0.0,33,ok,pct(sum=99.7)
2023-12-31,Hong Kong,EWH US Equity,46.442,0.0,34,ok,pct(sum=99.9)
2024-03-31,Hong Kong,EWH US Equity,46.2437,0.0,31,ok,pct(sum=99.6)
2024-06-30,Hong Kong,EWH US Equity,48.4418,0.0,29,ok,pct(sum=99.9)
2024-09-30,Hong Kong,EWH US Equity,52.4013,0.0,28,ok,pct(sum=99.8)
2024-12-31,Hong Kong,EWH US Equity,49.904,0.0,28,ok,pct(sum=99.8)
2025-03-31,Hong Kong,EWH US Equity,52.4508,0.0,28,ok,pct(sum=99.8)
2025-06-30,Hong Kong,EWH US Equity,53.0645,0.0,27,ok,pct(sum=100.0)
2025-09-30,Hong Kong,EWH US Equity,52.2716,0.0,27,ok,pct(sum=100.0)
2025-12-31,Hong Kong,EWH US Equity,51.5385,0.0,27,ok,pct(sum=100.0)
2026-03-31,Hong Kong,EWH US Equity,53.6281,0.0,26,ok,pct(sum=100.0)
2026-06-30,Hong Kong,EWH US Equity,52.8374,0.0,25,ok,pct(sum=100.0)
2016-06-30,India,INDA US Equity,34.5694,19.9547,74,ok,pct(sum=100.0)
2016-09-30,India,INDA US Equity,32.6417,16.9078,74,ok,pct(sum=100.0)
2016-12-31,India,INDA US Equity,32.0078,17.2409,76,ok,pct(sum=100.0)
2017-03-31,India,INDA US Equity,31.5134,16.0447,77,ok,pct(sum=100.0)
2017-06-30,India,INDA US Equity,30.5984,14.2843,77,ok,pct(sum=99.9)
2017-09-30,India,INDA US Equity,29.9096,13.7646,77,ok,pct(sum=100.0)
2017-12-31,India,INDA US Equity,29.5535,13.5395,79,ok,pct(sum=100.0)
2018-03-31,India,INDA US Equity,32.5182,15.1952,80,ok,pct(sum=100.9)
2018-06-30,India,INDA US Equity,37.3744,14.8621,82,ok,pct(sum=101.1)
2018-09-30,India,INDA US Equity,39.1716,16.732,82,ok,pct(sum=101.1)
2018-12-31,India,INDA US Equity,38.7296,15.108,81,ok,pct(sum=100.8)
2019-03-31,India,INDA US Equity,39.7109,15.4675,81,ok,pct(sum=100.9)
2019-06-30,India,INDA US Equity,38.7213,16.9755,79,ok,pct(sum=100.8)
2019-09-30,India,INDA US Equity,40.3653,15.8506,81,ok,pct(sum=100.0)
2019-12-31,India,INDA US Equity,40.1865,13.5418,87,ok,pct(sum=100.6)
2020-03-31,India,INDA US Equity,39.883,17.002,85,ok,pct(sum=99.7)
2020-06-30,India,INDA US Equity,39.6108,15.6194,87,ok,pct(sum=99.9)
2020-09-30,India,INDA US Equity,43.0704,18.7318,87,ok,pct(sum=100.0)
2020-12-31,India,INDA US Equity,37.0027,17.3337,96,ok,pct(sum=100.0)
2021-03-31,India,INDA US Equity,36.1833,17.5995,97,ok,pct(sum=101.1)
2021-06-30,India,INDA US Equity,34.6295,17.652,102,ok,pct(sum=101.8)
2021-09-30,India,INDA US Equity,34.486,17.636,103,ok,pct(sum=102.8)
2021-12-31,India,INDA US Equity,34.1283,19.7741,106,ok,pct(sum=102.7)
2022-03-31,India,INDA US Equity,33.3989,17.9789,109,ok,pct(sum=103.1)
2022-06-30,India,INDA US Equity,35.5215,16.5406,111,ok,pct(sum=101.4)
2022-09-30,India,INDA US Equity,32.2909,14.4532,110,ok,pct(sum=100.4)
2022-12-31,India,INDA US Equity,32.9,14.6176,114,ok,pct(sum=100.2)
2023-03-31,India,INDA US Equity,34.0872,15.2498,115,ok,pct(sum=100.0)
2023-06-30,India,INDA US Equity,31.0453,13.1755,115,ok,pct(sum=100.1)
2023-09-30,India,INDA US Equity,28.5152,13.2665,125,ok,pct(sum=100.8)
2023-12-31,India,INDA US Equity,26.8552,12.9258,131,ok,pct(sum=101.3)
2024-03-31,India,INDA US Equity,25.3875,11.745,136,ok,pct(sum=101.9)
2024-06-30,India,INDA US Equity,24.3798,10.6651,148,ok,pct(sum=102.9)
2024-09-30,India,INDA US Equity,24.7253,11.2127,151,ok,pct(sum=99.7)
2024-12-31,India,INDA US Equity,26.9459,12.0543,156,ok,pct(sum=99.8)
2025-03-31,India,INDA US Equity,27.9554,10.413,157,ok,pct(sum=101.0)
2025-06-30,India,INDA US Equity,28.381,9.9093,158,ok,pct(sum=100.2)
2025-09-30,India,INDA US Equity,27.2437,9.0919,160,ok,pct(sum=99.7)
2025-12-31,India,INDA US Equity,27.4791,9.3809,163,ok,pct(sum=99.8)
2026-03-31,India,INDA US Equity,26.0304,8.3744,163,ok,pct(sum=99.5)
2026-06-30,India,INDA US Equity,24.4927,6.3681,164,ok,pct(sum=99.9)
2016-06-30,Indonesia,EIDO US Equity,47.0547,0.0,82,ok,pct(sum=100.0)
2016-09-30,Indonesia,EIDO US Equity,49.5717,0.0,82,ok,pct(sum=100.0)
2016-12-31,Indonesia,EIDO US Equity,49.5178,0.3608,85,ok,pct(sum=100.0)
2017-03-31,Indonesia,EIDO US Equity,49.7888,0.3061,85,ok,pct(sum=100.0)
2017-06-30,Indonesia,EIDO US Equity,49.5638,0.3118,90,ok,pct(sum=100.0)
2017-09-30,Indonesia,EIDO US Equity,50.1897,0.3393,90,ok,pct(sum=100.0)
2017-12-31,Indonesia,EIDO US Equity,49.3805,0.3734,89,ok,pct(sum=100.0)
2018-03-31,Indonesia,EIDO US Equity,48.4739,0.4964,87,ok,pct(sum=99.6)
2018-06-30,Indonesia,EIDO US Equity,48.9049,0.5519,84,ok,pct(sum=99.8)
2018-09-30,Indonesia,EIDO US Equity,49.1891,0.5476,82,ok,pct(sum=99.9)
2018-12-31,Indonesia,EIDO US Equity,47.6957,0.5868,77,ok,pct(sum=100.0)
2019-03-31,Indonesia,EIDO US Equity,48.2779,0.527,74,ok,pct(sum=100.0)
2019-06-30,Indonesia,EIDO US Equity,48.0906,0.4407,80,ok,pct(sum=99.6)
2019-09-30,Indonesia,EIDO US Equity,49.0609,0.4737,79,ok,pct(sum=100.0)
2019-12-31,Indonesia,EIDO US Equity,49.6716,0.4152,83,ok,pct(sum=100.0)
2020-03-31,Indonesia,EIDO US Equity,52.5834,0.3268,83,ok,pct(sum=100.0)
2020-06-30,Indonesia,EIDO US Equity,49.6996,0.0,75,ok,pct(sum=99.2)
2020-09-30,Indonesia,EIDO US Equity,47.3522,0.0,74,ok,pct(sum=99.9)
2020-12-31,Indonesia,EIDO US Equity,46.6247,0.0,70,ok,pct(sum=100.0)
2021-03-31,Indonesia,EIDO US Equity,48.604,0.0,76,ok,pct(sum=99.9)
2021-06-30,Indonesia,EIDO US Equity,51.2855,0.0,75,ok,pct(sum=99.5)
2021-09-30,Indonesia,EIDO US Equity,54.1789,0.0,75,ok,pct(sum=99.9)
2021-12-31,Indonesia,EIDO US Equity,54.3889,0.0,83,ok,pct(sum=99.7)
2022-03-31,Indonesia,EIDO US Equity,53.3782,0.0,79,ok,pct(sum=99.1)
2022-06-30,Indonesia,EIDO US Equity,47.7764,0.0609,90,ok,pct(sum=99.5)
2022-09-30,Indonesia,EIDO US Equity,49.6606,0.0654,90,ok,pct(sum=99.9)
2022-12-31,Indonesia,EIDO US Equity,49.3327,0.0931,89,ok,pct(sum=100.0)
2023-03-31,Indonesia,EIDO US Equity,49.6686,0.1113,88,ok,pct(sum=98.7)
2023-06-30,Indonesia,EIDO US Equity,53.1859,0.1005,87,ok,pct(sum=99.3)
2023-09-30,Indonesia,EIDO US Equity,52.3006,0.0933,86,ok,pct(sum=100.0)
2023-12-31,Indonesia,EIDO US Equity,54.4363,0.1025,83,ok,pct(sum=100.0)
2024-03-31,Indonesia,EIDO US Equity,51.883,0.1736,84,ok,pct(sum=98.5)
2024-06-30,Indonesia,EIDO US Equity,53.8078,0.1854,82,ok,pct(sum=99.7)
2024-09-30,Indonesia,EIDO US Equity,51.9895,0.1909,82,ok,pct(sum=100.0)
2024-12-31,Indonesia,EIDO US Equity,52.4392,0.2096,80,ok,pct(sum=99.6)
2025-03-31,Indonesia,EIDO US Equity,54.1259,0.0,77,ok,pct(sum=99.5)
2025-06-30,Indonesia,EIDO US Equity,50.9352,0.0,76,ok,pct(sum=99.9)
2025-09-30,Indonesia,EIDO US Equity,46.4881,0.0,81,ok,pct(sum=100.0)
2025-12-31,Indonesia,EIDO US Equity,45.303,0.0,84,ok,pct(sum=100.0)
2026-03-31,Indonesia,EIDO US Equity,45.867,0.0,82,ok,pct(sum=99.9)
2026-06-30,Indonesia,EIDO US Equity,49.6549,0.0,67,ok,pct(sum=99.9)
2016-06-30,Italy,EWI US Equity,48.5941,0.0,24,ok,pct(sum=100.0)
2016-09-30,Italy,EWI US Equity,48.1386,0.0,24,ok,pct(sum=100.0)
2016-12-31,Italy,EWI US Equity,52.0297,0.0,23,ok,pct(sum=99.9)
2017-03-31,Italy,EWI US Equity,49.7053,0.0,23,ok,pct(sum=100.0)
2017-06-30,Italy,EWI US Equity,48.3874,0.0,24,ok,pct(sum=100.0)
2017-09-30,Italy,EWI US Equity,49.3776,0.0,24,ok,pct(sum=99.8)
2017-12-31,Italy,EWI US Equity,48.3566,0.0,24,ok,pct(sum=99.9)
2018-03-31,Italy,EWI US Equity,49.6344,0.0,24,ok,pct(sum=99.9)
2018-06-30,Italy,EWI US Equity,48.8346,0.0,27,ok,pct(sum=99.8)
2018-09-30,Italy,EWI US Equity,49.32,0.0,25,ok,pct(sum=99.9)
2018-12-31,Italy,EWI US Equity,51.9833,0.0,24,ok,pct(sum=99.9)
2019-03-31,Italy,EWI US Equity,49.0746,0.0,24,ok,pct(sum=99.9)
2019-06-30,Italy,EWI US Equity,49.4474,0.0,24,ok,pct(sum=99.9)
2019-09-30,Italy,EWI US Equity,49.9396,0.0,25,ok,pct(sum=99.9)
2019-12-31,Italy,EWI US Equity,50.0685,0.0,25,ok,pct(sum=99.9)
2020-03-31,Italy,EWI US Equity,49.6973,0.0,24,ok,pct(sum=99.9)
2020-06-30,Italy,EWI US Equity,50.98,0.0,27,ok,pct(sum=99.8)
2020-09-30,Italy,EWI US Equity,48.1825,0.0,27,ok,pct(sum=99.9)
2020-12-31,Italy,EWI US Equity,49.6772,0.0,25,ok,pct(sum=99.9)
2021-03-31,Italy,EWI US Equity,50.5622,0.0,26,ok,pct(sum=99.0)
2021-06-30,Italy,EWI US Equity,48.7755,0.0,26,ok,pct(sum=99.8)
2021-09-30,Italy,EWI US Equity,47.8876,0.0,26,ok,pct(sum=99.7)
2021-12-31,Italy,EWI US Equity,48.7202,0.0,26,ok,pct(sum=100.0)
2022-03-31,Italy,EWI US Equity,47.435,0.0,26,ok,pct(sum=99.9)
2022-06-30,Italy,EWI US Equity,46.7627,0.0,26,ok,pct(sum=99.9)
2022-09-30,Italy,EWI US Equity,45.1068,0.0,25,ok,pct(sum=99.8)
2022-12-31,Italy,EWI US Equity,48.7664,0.0,24,ok,pct(sum=99.7)
2023-03-31,Italy,EWI US Equity,44.6219,0.0,24,ok,pct(sum=99.8)
2023-06-30,Italy,EWI US Equity,46.0953,0.0,24,ok,pct(sum=99.8)
2023-09-30,Italy,EWI US Equity,45.486,0.0,24,ok,pct(sum=99.8)
2023-12-31,Italy,EWI US Equity,44.6535,0.0,25,ok,pct(sum=99.8)
2024-03-31,Italy,EWI US Equity,46.5297,0.0,25,ok,pct(sum=99.7)
2024-06-30,Italy,EWI US Equity,45.4894,0.0,26,ok,pct(sum=99.8)
2024-09-30,Italy,EWI US Equity,51.0452,0.0,25,ok,pct(sum=99.9)
2024-12-31,Italy,EWI US Equity,48.7671,0.0,27,ok,pct(sum=99.7)
2025-03-31,Italy,EWI US Equity,50.2366,0.0,27,ok,pct(sum=99.8)
2025-06-30,Italy,EWI US Equity,49.8705,0.0,26,ok,pct(sum=100.0)
2025-09-30,Italy,EWI US Equity,49.6635,0.0,25,ok,pct(sum=100.0)
2025-12-31,Italy,EWI US Equity,49.4289,0.0,26,ok,pct(sum=100.0)
2026-03-31,Italy,EWI US Equity,51.5726,0.0,25,ok,pct(sum=100.0)
2026-06-30,Italy,EWI US Equity,49.5176,0.0,25,ok,pct(sum=100.0)
2016-06-30,Japan,EWJ US Equity,12.5209,7.6429,319,ok,pct(sum=99.4)
2016-09-30,Japan,EWJ US Equity,12.8234,7.7656,326,ok,pct(sum=100.0)
2016-12-31,Japan,EWJ US Equity,13.496,7.8886,326,ok,pct(sum=99.6)
2017-03-31,Japan,EWJ US Equity,12.1998,8.2413,321,ok,pct(sum=97.9)
2017-06-30,Japan,EWJ US Equity,11.9035,8.7119,321,ok,pct(sum=98.9)
2017-09-30,Japan,EWJ US Equity,11.9648,9.0809,322,ok,pct(sum=98.3)
2017-12-31,Japan,EWJ US Equity,12.025,9.2429,323,ok,pct(sum=99.8)
2018-03-31,Japan,EWJ US Equity,11.7528,9.1852,322,ok,pct(sum=99.0)
2018-06-30,Japan,EWJ US Equity,11.3401,9.2332,327,ok,pct(sum=99.4)
2018-09-30,Japan,EWJ US Equity,12.0849,8.8083,327,ok,pct(sum=99.1)
2018-12-31,Japan,EWJ US Equity,11.5734,8.5645,327,ok,pct(sum=100.0)
2019-03-31,Japan,EWJ US Equity,11.8641,9.1975,327,ok,pct(sum=99.0)
2019-06-30,Japan,EWJ US Equity,12.0135,9.2179,328,ok,pct(sum=99.3)
2019-09-30,Japan,EWJ US Equity,12.0232,9.3957,328,ok,pct(sum=99.0)
2019-12-31,Japan,EWJ US Equity,12.2766,10.0302,325,ok,pct(sum=99.7)
2020-03-31,Japan,EWJ US Equity,12.5026,10.2376,324,ok,pct(sum=98.7)
2020-06-30,Japan,EWJ US Equity,12.8745,11.1082,322,ok,pct(sum=99.3)
2020-09-30,Japan,EWJ US Equity,13.3992,11.1174,321,ok,pct(sum=99.0)
2020-12-31,Japan,EWJ US Equity,14.6044,12.5024,301,ok,pct(sum=100.0)
2021-03-31,Japan,EWJ US Equity,14.1783,11.9172,302,ok,pct(sum=99.0)
2021-06-30,Japan,EWJ US Equity,14.2026,13.3124,274,ok,pct(sum=99.5)
2021-09-30,Japan,EWJ US Equity,14.6555,13.8853,273,ok,pct(sum=99.2)
2021-12-31,Japan,EWJ US Equity,16.4663,15.1343,260,ok,pct(sum=99.8)
2022-03-31,Japan,EWJ US Equity,15.6683,13.5683,261,ok,pct(sum=99.0)
2022-06-30,Japan,EWJ US Equity,14.6922,12.6026,240,ok,pct(sum=99.3)
2022-09-30,Japan,EWJ US Equity,13.7862,12.4699,239,ok,pct(sum=99.0)
2022-12-31,Japan,EWJ US Equity,14.4925,12.527,238,ok,pct(sum=99.7)
2023-03-31,Japan,EWJ US Equity,14.9022,13.4817,238,ok,pct(sum=98.9)
2023-06-30,Japan,EWJ US Equity,14.9013,13.9119,238,ok,pct(sum=99.6)
2023-09-30,Japan,EWJ US Equity,15.3736,12.9329,236,ok,pct(sum=98.9)
2023-12-31,Japan,EWJ US Equity,15.9974,14.641,226,ok,pct(sum=99.7)
2024-03-31,Japan,EWJ US Equity,17.4467,15.1355,219,ok,pct(sum=99.0)
2024-06-30,Japan,EWJ US Equity,17.1554,14.9806,204,ok,pct(sum=99.5)
2024-09-30,Japan,EWJ US Equity,15.9725,14.3959,199,ok,pct(sum=99.0)
2024-12-31,Japan,EWJ US Equity,18.2703,13.3783,192,ok,pct(sum=99.8)
2025-03-31,Japan,EWJ US Equity,18.1519,12.4315,184,ok,pct(sum=98.9)
2025-06-30,Japan,EWJ US Equity,17.5496,13.5095,182,ok,pct(sum=99.8)
2025-09-30,Japan,EWJ US Equity,18.0572,13.063,180,ok,pct(sum=100.0)
2025-12-31,Japan,EWJ US Equity,17.7882,14.0256,181,ok,pct(sum=100.0)
2026-03-31,Japan,EWJ US Equity,16.4413,13.8631,178,ok,pct(sum=99.9)
2026-06-30,Japan,EWJ US Equity,17.9807,22.3065,168,ok,pct(sum=100.0)
2016-06-30,Korea,EWY US Equity,34.1417,30.7982,108,ok,pct(sum=100.0)
2016-09-30,Korea,EWY US Equity,34.4206,28.8067,109,ok,pct(sum=100.0)
2016-12-31,Korea,EWY US Equity,36.422,31.1781,109,ok,pct(sum=100.0)
2017-03-31,Korea,EWY US Equity,36.6306,30.8338,108,ok,pct(sum=100.0)
2017-06-30,Korea,EWY US Equity,36.3567,32.1019,113,ok,pct(sum=100.0)
2017-09-30,Korea,EWY US Equity,38.3436,34.1172,112,ok,pct(sum=100.0)
2017-12-31,Korea,EWY US Equity,35.0658,30.577,114,ok,pct(sum=100.0)
2018-03-31,Korea,EWY US Equity,36.5891,32.2883,115,ok,pct(sum=98.7)
2018-06-30,Korea,EWY US Equity,36.8951,32.6159,116,ok,pct(sum=99.9)
2018-09-30,Korea,EWY US Equity,35.4477,31.8972,116,ok,pct(sum=100.0)
2018-12-31,Korea,EWY US Equity,32.8637,29.7049,115,ok,pct(sum=98.3)
2019-03-31,Korea,EWY US Equity,34.9295,32.0539,115,ok,pct(sum=98.7)
2019-06-30,Korea,EWY US Equity,37.2667,33.8164,115,ok,pct(sum=99.8)
2019-09-30,Korea,EWY US Equity,37.7168,33.7297,114,ok,pct(sum=99.9)
2019-12-31,Korea,EWY US Equity,37.0426,33.7881,112,ok,pct(sum=98.8)
2020-03-31,Korea,EWY US Equity,38.6109,34.4762,110,ok,pct(sum=98.6)
2020-06-30,Korea,EWY US Equity,39.4608,33.966,109,ok,pct(sum=99.9)
2020-09-30,Korea,EWY US Equity,39.5628,34.4364,108,ok,pct(sum=99.9)
2020-12-31,Korea,EWY US Equity,41.496,37.4078,106,ok,pct(sum=100.0)
2021-03-31,Korea,EWY US Equity,39.0959,34.7585,107,ok,pct(sum=98.6)
2021-06-30,Korea,EWY US Equity,38.9673,33.7052,104,ok,pct(sum=99.8)
2021-09-30,Korea,EWY US Equity,39.0876,34.2817,108,ok,pct(sum=99.7)
2021-12-31,Korea,EWY US Equity,41.0006,37.2908,112,ok,pct(sum=99.1)
2022-03-31,Korea,EWY US Equity,36.6279,32.8691,112,ok,pct(sum=98.5)
2022-06-30,Korea,EWY US Equity,35.8825,32.6625,112,ok,pct(sum=99.7)
2022-09-30,Korea,EWY US Equity,37.5692,34.1555,112,ok,pct(sum=99.7)
2022-12-31,Korea,EWY US Equity,35.6676,32.5279,104,ok,pct(sum=98.4)
2023-03-31,Korea,EWY US Equity,37.4071,33.8829,105,ok,pct(sum=98.3)
2023-06-30,Korea,EWY US Equity,39.2555,36.2878,104,ok,pct(sum=99.6)
2023-09-30,Korea,EWY US Equity,38.622,35.1432,107,ok,pct(sum=99.6)
2023-12-31,Korea,EWY US Equity,37.7604,35.1263,105,ok,pct(sum=99.2)
2024-03-31,Korea,EWY US Equity,39.3413,37.0713,100,ok,pct(sum=98.7)
2024-06-30,Korea,EWY US Equity,42.0218,38.2532,100,ok,pct(sum=99.6)
2024-09-30,Korea,EWY US Equity,35.5326,31.998,101,ok,pct(sum=99.6)
2024-12-31,Korea,EWY US Equity,40.9102,36.9672,94,ok,pct(sum=99.7)
2025-03-31,Korea,EWY US Equity,41.2859,37.0039,83,ok,pct(sum=98.5)
2025-06-30,Korea,EWY US Equity,41.1873,35.8924,83,ok,pct(sum=99.9)
2025-09-30,Korea,EWY US Equity,45.0472,40.2592,82,ok,pct(sum=100.0)
