timestamp,ticker,quarter,call_type,status,n_rows,notes
2026-07-05T02:15:27,EWC US Equity,2018-12-31,holdings,ok,93,
2026-07-05T02:15:27,EWC US Equity,2018-12-31,gics_ref_batch,ok,2,new_tickers=2
2026-07-05T02:15:28,EWC US Equity,2019-03-31,holdings,ok,94,
2026-07-05T02:15:28,EWC US Equity,2019-03-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:29,EWC US Equity,2019-06-30,holdings,ok,91,
2026-07-05T02:15:29,EWC US Equity,2019-06-30,gics_ref_batch,ok,2,new_tickers=2
2026-07-05T02:15:30,EWC US Equity,2019-09-30,holdings,ok,92,
2026-07-05T02:15:30,EWC US Equity,2019-09-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:31,EWC US Equity,2019-12-31,holdings,ok,92,
2026-07-05T02:15:31,EWC US Equity,2019-12-31,gics_ref_batch,ok,3,new_tickers=3
2026-07-05T02:15:32,EWC US Equity,2020-03-31,holdings,ok,92,
2026-07-05T02:15:33,EWC US Equity,2020-06-30,holdings,ok,87,
2026-07-05T02:15:33,EWC US Equity,2020-06-30,gics_ref_batch,ok,4,new_tickers=4
2026-07-05T02:15:34,EWC US Equity,2020-09-30,holdings,ok,88,
2026-07-05T02:15:34,EWC US Equity,2020-09-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:35,EWC US Equity,2020-12-31,holdings,ok,92,
2026-07-05T02:15:35,EWC US Equity,2020-12-31,gics_ref_batch,ok,6,new_tickers=6
2026-07-05T02:15:36,EWC US Equity,2021-03-31,holdings,ok,91,
2026-07-05T02:15:36,EWC US Equity,2021-03-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:37,EWC US Equity,2021-06-30,holdings,ok,94,
2026-07-05T02:15:37,EWC US Equity,2021-06-30,gics_ref_batch,ok,4,new_tickers=4
2026-07-05T02:15:38,EWC US Equity,2021-09-30,holdings,ok,93,
2026-07-05T02:15:39,EWC US Equity,2021-12-31,holdings,ok,92,
2026-07-05T02:15:39,EWC US Equity,2021-12-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:40,EWC US Equity,2022-03-31,holdings,ok,91,
2026-07-05T02:15:40,EWC US Equity,2022-06-30,holdings,ok,90,
2026-07-05T02:15:40,EWC US Equity,2022-06-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:41,EWC US Equity,2022-09-30,holdings,ok,90,
2026-07-05T02:15:42,EWC US Equity,2022-12-31,holdings,ok,90,
2026-07-05T02:15:42,EWC US Equity,2022-12-31,gics_ref_batch,ok,2,new_tickers=2
2026-07-05T02:15:43,EWC US Equity,2023-03-31,holdings,ok,91,
2026-07-05T02:15:43,EWC US Equity,2023-06-30,holdings,ok,89,
2026-07-05T02:15:44,EWC US Equity,2023-09-30,holdings,ok,91,
2026-07-05T02:15:44,EWC US Equity,2023-09-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:45,EWC US Equity,2023-12-31,holdings,ok,91,
2026-07-05T02:15:45,EWC US Equity,2023-12-31,gics_ref_batch,ok,2,new_tickers=2
2026-07-05T02:15:46,EWC US Equity,2024-03-31,holdings,ok,91,
2026-07-05T02:15:46,EWC US Equity,2024-03-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:47,EWC US Equity,2024-06-30,holdings,ok,90,
2026-07-05T02:15:47,EWC US Equity,2024-09-30,holdings,ok,88,
2026-07-05T02:15:48,EWC US Equity,2024-12-31,holdings,ok,87,
2026-07-05T02:15:49,EWC US Equity,2025-03-31,holdings,ok,86,
2026-07-05T02:15:49,EWC US Equity,2025-03-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:50,EWC US Equity,2025-06-30,holdings,ok,85,
2026-07-05T02:15:50,EWC US Equity,2025-06-30,gics_ref_batch,ok,3,new_tickers=3
2026-07-05T02:15:51,EWC US Equity,2025-09-30,holdings,ok,85,
2026-07-05T02:15:51,EWC US Equity,2025-12-31,holdings,ok,85,
2026-07-05T02:15:52,EWC US Equity,2026-03-31,holdings,ok,85,
2026-07-05T02:15:52,EWC US Equity,2026-06-30,holdings,ok,85,
2026-07-05T02:15:53,EWC US Equity,2026-06-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:53,ECH US Equity,2016-06-30,holdings,ok,34,
2026-07-05T02:15:54,ECH US Equity,2016-06-30,gics_ref_batch,ok,32,new_tickers=32
2026-07-05T02:15:54,ECH US Equity,2016-09-30,holdings,ok,33,
2026-07-05T02:15:55,ECH US Equity,2016-12-31,holdings,ok,31,
2026-07-05T02:15:55,ECH US Equity,2017-03-31,holdings,ok,32,
2026-07-05T02:15:56,ECH US Equity,2017-06-30,holdings,ok,33,
2026-07-05T02:15:56,ECH US Equity,2017-06-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:57,ECH US Equity,2017-09-30,holdings,ok,32,
2026-07-05T02:15:57,ECH US Equity,2017-12-31,holdings,ok,33,
2026-07-05T02:15:57,ECH US Equity,2017-12-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:15:58,ECH US Equity,2018-03-31,holdings,ok,34,
2026-07-05T02:15:59,ECH US Equity,2018-06-30,holdings,ok,35,
2026-07-05T02:15:59,ECH US Equity,2018-06-30,gics_ref_batch,ok,2,new_tickers=2
2026-07-05T02:16:00,ECH US Equity,2018-09-30,holdings,ok,36,
2026-07-05T02:16:01,ECH US Equity,2018-12-31,holdings,ok,38,
2026-07-05T02:16:01,ECH US Equity,2018-12-31,gics_ref_batch,ok,2,new_tickers=2
2026-07-05T02:16:02,ECH US Equity,2019-03-31,holdings,ok,37,
2026-07-05T02:16:03,ECH US Equity,2019-06-30,holdings,ok,36,
2026-07-05T02:16:03,ECH US Equity,2019-06-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:16:04,ECH US Equity,2019-09-30,holdings,ok,35,
2026-07-05T02:16:04,ECH US Equity,2019-12-31,holdings,ok,34,
2026-07-05T02:16:05,ECH US Equity,2020-03-31,holdings,ok,33,
2026-07-05T02:16:05,ECH US Equity,2020-06-30,holdings,ok,32,
2026-07-05T02:16:06,ECH US Equity,2020-06-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:16:06,ECH US Equity,2020-09-30,holdings,ok,32,
2026-07-05T02:16:07,ECH US Equity,2020-12-31,holdings,ok,34,
2026-07-05T02:16:07,ECH US Equity,2021-03-31,holdings,ok,33,
2026-07-05T02:16:08,ECH US Equity,2021-03-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:16:08,ECH US Equity,2021-06-30,holdings,ok,32,
2026-07-05T02:16:09,ECH US Equity,2021-09-30,holdings,ok,33,
2026-07-05T02:16:09,ECH US Equity,2021-09-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:16:10,ECH US Equity,2021-12-31,holdings,ok,27,
2026-07-05T02:16:10,ECH US Equity,2021-12-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:16:10,ECH US Equity,2022-03-31,holdings,ok,25,
2026-07-05T02:16:11,ECH US Equity,2022-06-30,holdings,ok,27,
2026-07-05T02:16:11,ECH US Equity,2022-09-30,holdings,ok,26,
2026-07-05T02:16:12,ECH US Equity,2022-12-31,holdings,ok,27,
2026-07-05T02:16:13,ECH US Equity,2023-03-31,holdings,ok,28,
2026-07-05T02:16:13,ECH US Equity,2023-06-30,holdings,ok,27,
2026-07-05T02:16:14,ECH US Equity,2023-09-30,holdings,ok,29,
2026-07-05T02:16:14,ECH US Equity,2023-09-30,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:16:15,ECH US Equity,2023-12-31,holdings,ok,29,
2026-07-05T02:16:15,ECH US Equity,2024-03-31,holdings,ok,30,
2026-07-05T02:16:16,ECH US Equity,2024-06-30,holdings,ok,30,
2026-07-05T02:16:17,ECH US Equity,2024-09-30,holdings,ok,29,
2026-07-05T02:16:17,ECH US Equity,2024-12-31,holdings,ok,28,
2026-07-05T02:16:18,ECH US Equity,2025-03-31,holdings,ok,27,
2026-07-05T02:16:19,ECH US Equity,2025-06-30,holdings,ok,27,
2026-07-05T02:16:19,ECH US Equity,2025-09-30,holdings,ok,27,
2026-07-05T02:16:20,ECH US Equity,2025-12-31,holdings,ok,28,
2026-07-05T02:16:21,ECH US Equity,2026-03-31,holdings,ok,27,
2026-07-05T02:16:21,ECH US Equity,2026-06-30,holdings,ok,26,
2026-07-05T02:16:22,ASHR US Equity,2016-06-30,holdings,ok,302,
2026-07-05T02:16:23,ASHR US Equity,2016-06-30,gics_ref_batch,ok,301,new_tickers=301
2026-07-05T02:16:23,ASHR US Equity,2016-09-30,holdings,ok,300,
2026-07-05T02:16:24,ASHR US Equity,2016-12-31,holdings,ok,300,
2026-07-05T02:16:25,ASHR US Equity,2016-12-31,gics_ref_batch,ok,30,new_tickers=30
2026-07-05T02:16:25,ASHR US Equity,2017-03-31,holdings,ok,301,
2026-07-05T02:16:26,ASHR US Equity,2017-03-31,gics_ref_batch,ok,2,new_tickers=2
2026-07-05T02:16:26,ASHR US Equity,2017-06-30,holdings,ok,303,
2026-07-05T02:16:27,ASHR US Equity,2017-06-30,gics_ref_batch,ok,28,new_tickers=28
2026-07-05T02:16:28,ASHR US Equity,2017-09-30,holdings,ok,303,
2026-07-05T02:16:28,ASHR US Equity,2017-12-31,holdings,ok,303,
2026-07-05T02:16:29,ASHR US Equity,2017-12-31,gics_ref_batch,ok,17,new_tickers=17
2026-07-05T02:16:30,ASHR US Equity,2018-03-31,holdings,ok,301,
2026-07-05T02:16:30,ASHR US Equity,2018-06-30,holdings,ok,305,
2026-07-05T02:16:31,ASHR US Equity,2018-06-30,gics_ref_batch,ok,23,new_tickers=23
2026-07-05T02:16:32,ASHR US Equity,2018-09-30,holdings,ok,304,
2026-07-05T02:16:33,ASHR US Equity,2018-12-31,holdings,ok,306,
2026-07-05T02:16:34,ASHR US Equity,2018-12-31,gics_ref_batch,ok,21,new_tickers=21
2026-07-05T02:16:35,ASHR US Equity,2019-03-31,holdings,ok,303,
2026-07-05T02:16:36,ASHR US Equity,2019-06-30,holdings,ok,304,
2026-07-05T02:16:36,ASHR US Equity,2019-06-30,gics_ref_batch,ok,16,new_tickers=16
2026-07-05T02:16:37,ASHR US Equity,2019-09-30,holdings,ok,302,
2026-07-05T02:16:38,ASHR US Equity,2019-12-31,holdings,ok,302,
2026-07-05T02:16:39,ASHR US Equity,2019-12-31,gics_ref_batch,ok,14,new_tickers=14
2026-07-05T02:16:39,ASHR US Equity,2020-03-31,holdings,ok,302,
2026-07-05T02:16:40,ASHR US Equity,2020-06-30,holdings,ok,302,
2026-07-05T02:16:41,ASHR US Equity,2020-06-30,gics_ref_batch,ok,19,new_tickers=19
2026-07-05T02:16:41,ASHR US Equity,2020-09-30,holdings,ok,302,
2026-07-05T02:16:42,ASHR US Equity,2020-12-31,holdings,ok,302,
2026-07-05T02:16:43,ASHR US Equity,2020-12-31,gics_ref_batch,ok,22,new_tickers=22
2026-07-05T02:16:44,ASHR US Equity,2021-03-31,holdings,ok,291,
2026-07-05T02:16:45,ASHR US Equity,2021-06-30,holdings,ok,292,
2026-07-05T02:16:45,ASHR US Equity,2021-06-30,gics_ref_batch,ok,24,new_tickers=24
2026-07-05T02:16:46,ASHR US Equity,2021-09-30,holdings,ok,292,
2026-07-05T02:16:48,ASHR US Equity,2021-12-31,holdings,ok,293,
2026-07-05T02:16:48,ASHR US Equity,2021-12-31,gics_ref_batch,ok,21,new_tickers=21
2026-07-05T02:16:49,ASHR US Equity,2022-03-31,holdings,ok,291,
2026-07-05T02:16:50,ASHR US Equity,2022-06-30,holdings,ok,290,
2026-07-05T02:16:51,ASHR US Equity,2022-06-30,gics_ref_batch,ok,20,new_tickers=20
2026-07-05T02:16:52,ASHR US Equity,2022-09-30,holdings,ok,290,
2026-07-05T02:16:53,ASHR US Equity,2022-12-31,holdings,ok,290,
2026-07-05T02:16:53,ASHR US Equity,2022-12-31,gics_ref_batch,ok,12,new_tickers=12
2026-07-05T02:16:54,ASHR US Equity,2023-03-31,holdings,ok,290,
2026-07-05T02:16:55,ASHR US Equity,2023-06-30,holdings,ok,290,
2026-07-05T02:16:56,ASHR US Equity,2023-06-30,gics_ref_batch,ok,4,new_tickers=4
2026-07-05T02:16:56,ASHR US Equity,2023-09-30,holdings,ok,290,
2026-07-05T02:16:57,ASHR US Equity,2023-12-31,holdings,ok,288,
2026-07-05T02:16:58,ASHR US Equity,2023-12-31,gics_ref_batch,ok,8,new_tickers=8
2026-07-05T02:16:59,ASHR US Equity,2024-03-31,holdings,ok,288,
2026-07-05T02:16:59,ASHR US Equity,2024-03-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:17:00,ASHR US Equity,2024-06-30,holdings,ok,288,
2026-07-05T02:17:00,ASHR US Equity,2024-06-30,gics_ref_batch,ok,7,new_tickers=7
2026-07-05T02:17:01,ASHR US Equity,2024-09-30,holdings,ok,288,
2026-07-05T02:17:02,ASHR US Equity,2024-12-31,holdings,ok,287,
2026-07-05T02:17:03,ASHR US Equity,2024-12-31,gics_ref_batch,ok,9,new_tickers=9
2026-07-05T02:17:04,ASHR US Equity,2025-03-31,holdings,ok,287,
2026-07-05T02:17:04,ASHR US Equity,2025-03-31,gics_ref_batch,ok,1,new_tickers=1
2026-07-05T02:17:05,ASHR US Equity,2025-06-30,holdings,ok,286,
2026-07-05T02:17:05,ASHR US Equity,2025-06-30,gics_ref_batch,ok,3,new_tickers=3
2026-07-05T02:17:06,ASHR US Equity,2025-09-30,holdings,ok,287,
2026-07-05T02:17:07,ASHR US Equity,2025-12-31,holdings,ok,287,
2026-07-05T02:17:08,ASHR US Equity,2025-12-31,gics_ref_batch,ok,5,new_tickers=5
2026-07-05T02:17:08,ASHR US Equity,2026-03-31,holdings,ok,287,
2026-07-05T02:17:09,ASHR US Equity,2026-06-30,holdings,ok,286,
2026-07-05T02:17:09,ASHR US Equity,2026-06-30,gics_ref_batch,ok,12,new_tickers=12
2026-07-05T02:17:10,MCHI US Equity,2016-06-30,holdings,ok,154,
2026-07-05T02:17:11,MCHI US Equity,2016-06-30,gics_ref_batch,ok,152,new_tickers=152
2026-07-05T02:17:11,MCHI US Equity,2016-09-30,holdings,ok,150,
2026-07-05T02:17:12,MCHI US Equity,2016-12-31,holdings,ok,151,
2026-07-05T02:17:12,MCHI US Equity,2016-12-31,gics_ref_batch,ok,8,new_tickers=8
2026-07-05T02:17:13,MCHI US Equity,2017-03-31,holdings,ok,151,
