test,date,ic,n
risk_abs_return,2005-01-01,0.5040657070077866,21
risk_abs_return,2005-02-01,0.4065046024256344,21
risk_abs_return,2005-03-01,-0.3284557187599126,21
risk_abs_return,2005-04-01,-0.14048799059829925,21
risk_abs_return,2005-05-01,0.2959353505658618,21
risk_abs_return,2005-06-01,0.2855288327437656,21
risk_abs_return,2005-07-01,0.14374002741770434,21
risk_abs_return,2005-08-01,0.4143094907922065,21
risk_abs_return,2005-09-01,0.05788625538541034,21
risk_abs_return,2005-10-01,0.42211437915877875,21
risk_abs_return,2005-11-01,-0.1697563219729449,21
risk_abs_return,2005-12-01,0.020162628280311463,21
risk_abs_return,2006-01-01,0.014959369369263347,21
risk_abs_return,2006-02-01,0.3271549040321506,21
risk_abs_return,2006-03-01,0.23609787308880847,21
risk_abs_return,2006-04-01,0.16585387778965882,21
risk_abs_return,2006-05-01,0.42211437915877875,21
risk_abs_return,2006-06-01,0.17365876615623102,21
risk_abs_return,2006-07-01,-0.24000031727209453,21
risk_abs_return,2006-08-01,-0.27252068546614533,21
risk_abs_return,2006-09-01,0.1600002115147297,21
risk_abs_return,2006-10-01,0.38829319623696595,21
risk_abs_return,2006-11-01,-0.020162628280311463,21
risk_abs_return,2006-12-01,0.10471558558484342,21
risk_abs_return,2007-01-01,0.2699190560106212,21
risk_abs_return,2007-02-01,0.05008136701883816,21
risk_abs_return,2007-03-01,-0.0344715902856938,21
risk_abs_return,2007-04-01,0.3115451272990062,21
risk_abs_return,2007-05-01,0.13333350959560808,21
risk_abs_return,2007-06-01,0.2803255738327175,21
risk_abs_return,2007-07-01,0.21398402271685393,21
risk_abs_return,2007-08-01,0.20747994907804382,21
risk_abs_return,2007-09-01,0.24780520563866673,21
risk_abs_return,2007-10-01,0.4143094907922065,21
risk_abs_return,2007-11-01,0.15024410105651448,21
risk_abs_return,2007-12-01,0.6250414766896555,21
risk_abs_return,2008-01-01,-0.043577293380028005,21
risk_abs_return,2008-02-01,0.20617913435028176,21
risk_abs_return,2008-03-01,0.4013013435145863,21
risk_abs_return,2008-04-01,0.5352852604740754,21
risk_abs_return,2008-05-01,0.06764236584362557,21
risk_abs_return,2008-06-01,0.2998377947491479,21
risk_abs_return,2008-07-01,0.648456141789372,21
risk_abs_return,2008-08-01,0.4143094907922065,21
risk_abs_return,2008-09-01,-0.04227647865226598,21
risk_abs_return,2008-10-01,0.2829272032882415,21
risk_abs_return,2008-11-01,0.43902497061968515,21
risk_abs_return,2008-12-01,-0.22699216999447422,21
risk_abs_return,2009-01-01,-0.3284557187599126,21
risk_abs_return,2009-02-01,-0.05138218174660018,21
risk_abs_return,2009-03-01,-0.005853666274929135,21
risk_abs_return,2009-04-01,0.11772373286246374,21
risk_abs_return,2009-05-01,-0.2699190560106212,21
risk_abs_return,2009-06-01,-0.012357739913739285,21
risk_abs_return,2009-07-01,-0.1697563219729449,21
risk_abs_return,2009-08-01,-0.022764257735835527,21
risk_abs_return,2009-09-01,0.17626039561175508,21
risk_abs_return,2009-10-01,-0.03967484919674192,21
risk_abs_return,2009-11-01,0.03577240501345583,21
risk_abs_return,2009-12-01,0.06829277320750658,21
risk_abs_return,2010-01-01,-0.24000031727209453,21
risk_abs_return,2010-02-01,0.08520336466841298,21
risk_abs_return,2010-03-01,-0.15414654523980056,21
risk_abs_return,2010-04-01,-0.09170743830722312,21
risk_abs_return,2010-05-01,-0.1255286212290359,21
risk_abs_return,2010-06-01,-0.10731721504036747,21
risk_abs_return,2010-07-01,-0.260162945552406,21
risk_abs_return,2010-08-01,0.15674817469532462,21
risk_abs_return,2010-09-01,-0.2302442068138793,21
risk_abs_return,2010-10-01,-0.25951253818852504,21
risk_abs_return,2010-11-01,-0.3661793458650115,21
risk_abs_return,2010-12-01,-0.2985369800213859,21
risk_abs_return,2011-01-01,-0.19317098707266148,21
risk_abs_return,2011-02-01,0.3622769016817254,21
risk_abs_return,2011-03-01,0.2289433920861173,21
risk_abs_return,2011-04-01,0.08260173521288891,21
risk_abs_return,2011-05-01,-0.09560988249050921,21
risk_abs_return,2011-06-01,0.2380490951804515,21
risk_abs_return,2011-07-01,0.2816263885604795,21
risk_abs_return,2011-08-01,0.048780552291076126,21
risk_abs_return,2011-09-01,0.19902465334759062,21
risk_abs_return,2011-10-01,0.38178912259815584,21
risk_abs_return,2011-11-01,0.24130113199985656,21
risk_abs_return,2011-12-01,0.2790247591049555,21
risk_abs_return,2012-01-01,0.34276468076529487,21
risk_abs_return,2012-02-01,0.08390254994065094,21
risk_abs_return,2012-03-01,0.29073209165481373,21
risk_abs_return,2012-04-01,0.12422780650127388,21
risk_abs_return,2012-05-01,-0.2816263885604795,21
risk_abs_return,2012-06-01,-0.08325214257676992,21
risk_abs_return,2012-07-01,0.15414654523980056,21
risk_abs_return,2012-08-01,0.18406528397832725,21
risk_abs_return,2012-09-01,0.37008179004829755,21
risk_abs_return,2012-10-01,-0.5573991108460299,21
risk_abs_return,2012-11-01,0.1801628397950412,21
risk_abs_return,2012-12-01,-0.17365876615623102,21
risk_abs_return,2013-01-01,-0.04227647865226598,21
risk_abs_return,2013-02-01,0.30113860947690996,21
risk_abs_return,2013-03-01,-0.1554473599675626,21
risk_abs_return,2013-04-01,-0.15414654523980056,21
risk_abs_return,2013-05-01,0.05268299647436221,21
risk_abs_return,2013-06-01,0.10601640031260545,21
risk_abs_return,2013-07-01,0.07089440266303064,21
risk_abs_return,2013-08-01,-0.0019512220916430452,21
risk_abs_return,2013-09-01,-0.07219521739079268,21
risk_abs_return,2013-10-01,0.23739868781657048,21
risk_abs_return,2013-11-01,0.5378868899295994,21
risk_abs_return,2013-12-01,0.41040704660892047,21
risk_abs_return,2014-01-01,0.048780552291076126,21
risk_abs_return,2014-02-01,-0.12292699177351185,21
risk_abs_return,2014-03-01,-0.055284625929886276,21
risk_abs_return,2014-04-01,-0.20878076380580585,21
risk_abs_return,2014-05-01,-0.5092689659188349,21
risk_abs_return,2014-06-01,0.5001632628245006,21
risk_abs_return,2014-07-01,0.0214634430080735,21
risk_abs_return,2014-08-01,0.344065495493057,21
risk_abs_return,2014-09-01,0.3794179646281359,22
risk_abs_return,2014-10-01,0.33927090726807974,22
risk_abs_return,2014-11-01,0.1340120083708915,22
risk_abs_return,2014-12-01,-0.3087365256139526,22
risk_abs_return,2015-01-01,0.2567149864995137,22
risk_abs_return,2015-02-01,0.0486288300417581,22
risk_abs_return,2015-03-01,-0.18546809597321692,22
risk_abs_return,2015-04-01,0.2668931137175561,22
risk_abs_return,2015-05-01,0.43313585827891515,22
risk_abs_return,2015-06-01,-0.037319799799488775,22
risk_abs_return,2015-07-01,0.13118475081032419,22
risk_abs_return,2015-08-01,-0.011309030242269324,22
risk_abs_return,2015-09-01,0.504382748805212,22
risk_abs_return,2015-10-01,-0.24427505323301743,22
risk_abs_return,2015-11-01,0.13457745988300496,22
risk_abs_return,2015-12-01,-0.07463959959897755,22
risk_abs_return,2016-01-01,-0.07577050262320448,22
risk_abs_return,2016-02-01,0.083686823792793,22
risk_abs_return,2016-03-01,-0.4320049552546883,22
risk_abs_return,2016-04-01,0.18999170807012467,22
risk_abs_return,2016-05-01,-0.005654515121134662,22
risk_abs_return,2016-06-01,-0.27254762883869077,22
risk_abs_return,2016-07-01,0.2962965923474563,22
risk_abs_return,2016-08-01,-0.19790802923971318,22
risk_abs_return,2016-09-01,-0.14136287802836656,22
risk_abs_return,2016-10-01,0.04636702399330423,22
risk_abs_return,2016-11-01,0.28611846512941397,22
risk_abs_return,2016-12-01,-0.06446147238093515,22
risk_abs_return,2017-01-01,0.10291217520465086,22
risk_abs_return,2017-02-01,-0.035057993751034904,22
risk_abs_return,2017-03-01,-0.05428334516289276,22
risk_abs_return,2017-04-01,0.16624274456135907,22
risk_abs_return,2017-05-01,0.016398093851290523,22
risk_abs_return,2017-06-01,-0.09273404798660846,22
risk_abs_return,2017-07-01,0.3053438165412718,22
risk_abs_return,2017-08-01,-0.2900766257142082,22
risk_abs_return,2017-09-01,0.08821043588970073,22
risk_abs_return,2017-10-01,0.11648301149537404,22
risk_abs_return,2017-11-01,0.06389602086882169,22
risk_abs_return,2017-12-01,0.18207538690053612,22
risk_abs_return,2018-01-01,-0.25954224406008103,22
risk_abs_return,2018-02-01,0.5213462941686159,22
risk_abs_return,2018-03-01,0.04636702399330423,22
risk_abs_return,2018-04-01,-0.2759403379113715,22
risk_abs_return,2018-05-01,0.22052608972425183,22
risk_abs_return,2018-06-01,-0.43426676130314207,22
risk_abs_return,2018-07-01,-0.13457745988300496,22
risk_abs_return,2018-08-01,0.07068143901418328,22
risk_abs_return,2018-09-01,0.19225351411857855,22
risk_abs_return,2018-10-01,0.3042129135170448,22
risk_abs_return,2018-11-01,-0.10404307822887779,22
risk_abs_return,2018-12-01,0.09951946613197005,22
risk_abs_return,2019-01-01,-0.00904722419381546,22
risk_abs_return,2019-02-01,0.22504970182115958,22
risk_abs_return,2019-03-01,-0.17868267782785535,22
risk_abs_return,2019-04-01,0.08934133891392768,22
risk_abs_return,2019-05-01,0.009612675705928928,22
risk_abs_return,2019-06-01,-0.25275682591471943,22
risk_abs_return,2019-07-01,0.00452361209690773,22
risk_abs_return,2019-08-01,0.09047224193815459,22
risk_abs_return,2019-09-01,0.1153521084711471,22
risk_abs_return,2019-10-01,-0.11422120544692019,22
risk_abs_return,2019-11-01,0.40938689477014956,22
risk_abs_return,2019-12-01,0.14362468407682044,22
risk_abs_return,2020-01-01,0.18320628992476307,22
risk_abs_return,2020-02-01,-0.47045565807840395,22
risk_abs_return,2020-03-01,-0.15493371431908975,22
risk_abs_return,2020-04-01,-0.21713338065157103,22
risk_abs_return,2020-05-01,0.4139105068670573,22
risk_abs_return,2020-06-01,0.33587819819539894,22
risk_abs_return,2020-07-01,-0.06276511784459476,22
risk_abs_return,2020-08-01,-0.36528167682529916,22
risk_abs_return,2020-09-01,0.12439933266496257,22
risk_abs_return,2020-10-01,-0.4071250887216957,22
risk_abs_return,2020-11-01,-0.16341548700079173,22
risk_abs_return,2020-12-01,0.3811143191644763,22
risk_abs_return,2021-01-01,-0.06728872994150248,22
risk_abs_return,2021-02-01,0.07124689052629675,22
risk_abs_return,2021-03-01,-0.1730281627067207,22
risk_abs_return,2021-04-01,-0.20582435040930172,22
risk_abs_return,2021-05-01,-0.48402649436912715,22
risk_abs_return,2021-06-01,0.07124689052629675,22
risk_abs_return,2021-07-01,-0.3845070282371571,22
risk_abs_return,2021-08-01,-0.2193951867000249,22
risk_abs_return,2021-09-01,-0.15832642339177055,22
risk_abs_return,2021-10-01,-0.2996893014201371,22
risk_abs_return,2021-11-01,-0.1357083629072319,22
risk_abs_return,2021-12-01,-0.27480943488714465,22
risk_abs_return,2022-01-01,0.3811143191644763,22
risk_abs_return,2022-02-01,-0.002261806048453865,22
risk_abs_return,2022-03-01,0.08142501774433913,22
risk_abs_return,2022-04-01,-0.5038172972930984,22
risk_abs_return,2022-05-01,-0.023748963508765583,22
risk_abs_return,2022-06-01,0.20469344738507478,22
risk_abs_return,2022-07-01,0.3053438165412718,22
risk_abs_return,2022-08-01,-0.05315244213866584,22
risk_abs_return,2022-09-01,-0.0735086965747506,22
risk_abs_return,2022-10-01,0.5337862274351122,22
risk_abs_return,2022-11-01,-0.008481772681701994,22
risk_abs_return,2022-12-01,0.2307042169422942,22
risk_abs_return,2023-01-01,0.18659899899744387,22
risk_abs_return,2023-02-01,-0.21882973518791143,22
risk_abs_return,2023-03-01,0.2329660229907481,22
risk_abs_return,2023-04-01,0.4240886340850997,22
risk_abs_return,2023-05-01,-0.5484879667500623,22
risk_abs_return,2023-06-01,0.10630488427733167,22
risk_abs_return,2023-07-01,0.2691549197660099,22
risk_abs_return,2023-08-01,-0.1074357873015586,22
risk_abs_return,2023-09-01,-0.2827257560567331,22
risk_abs_return,2023-10-01,-0.22844241089384038,22
risk_abs_return,2023-11-01,0.13457745988300496,22
risk_abs_return,2023-12-01,0.20808615645775558,22
risk_abs_return,2024-01-01,0.1424937810525935,22
risk_abs_return,2024-02-01,-0.08029411472011222,22
risk_abs_return,2024-03-01,-0.06446147238093515,22
risk_abs_return,2024-04-01,-0.04636702399330423,22
risk_abs_return,2024-05-01,-0.03958160584794264,22
risk_abs_return,2024-06-01,-0.04975973306598502,22
risk_abs_return,2024-07-01,-0.04636702399330423,22
risk_abs_return,2024-08-01,0.18320628992476307,22
risk_abs_return,2024-09-01,-0.06955053598995635,22
risk_abs_return,2024-10-01,0.37093619194643385,22
risk_abs_return,2024-11-01,0.25106047137837906,22
risk_abs_return,2024-12-01,0.12439933266496257,22
risk_abs_return,2025-01-01,0.11987572056805484,22
risk_abs_return,2025-02-01,-0.00452361209690773,22
risk_abs_return,2025-03-01,-0.026010769557219447,22
risk_abs_return,2025-04-01,0.11761391451960099,22
risk_abs_return,2025-05-01,0.11422120544692019,22
risk_abs_return,2025-06-01,0.100650369156197,22
risk_abs_return,2025-07-01,0.22222244426059223,22
risk_abs_return,2025-08-01,-0.083686823792793,22
risk_abs_return,2025-09-01,-0.09612675705928928,22
risk_abs_return,2025-10-01,-0.026010769557219447,22
risk_abs_return,2025-11-01,0.1543682628069763,22
risk_abs_return,2025-12-01,0.092168596474495,22
risk_abs_return,2026-01-01,0.14814829617372816,22
risk_abs_return,2026-02-01,-0.49194281553871566,22
risk_abs_return,2026-03-01,-0.20356254436084786,22
risk_abs_return,2026-04-01,-0.301951107468591,22
risk_abs_return,2026-05-01,0.15493371431908975,22
risk_abs_return,2026-06-01,0.2714167258144638,22
reversal_3m,2000-02-01,0.08509256700818942,21
reversal_3m,2000-03-01,0.02533290162839227,21
reversal_3m,2000-04-01,-0.3877882633884662,21
reversal_3m,2000-05-01,-0.14420267080777138,21
reversal_3m,2000-06-01,0.2617733168267201,21
reversal_3m,2000-07-01,0.048717118516138976,21
reversal_3m,2000-08-01,-0.5073075941480606,21
reversal_3m,2000-09-01,-0.07599870488517681,21
reversal_3m,2000-10-01,0.4787268846185923,21
reversal_3m,2000-11-01,-0.3918129482096611,21
reversal_3m,2000-12-01,0.10909090909090909,21
reversal_3m,2001-01-01,-0.33203385826722526,21
reversal_3m,2001-02-01,0.13896103896103898,21
reversal_3m,2001-03-01,0.19746672038541666,21
reversal_3m,2001-04-01,0.24033778467961894,21
reversal_3m,2001-05-01,0.12995454335312143,21
reversal_3m,2001-06-01,-0.3384215832921121,21
reversal_3m,2001-07-01,-0.21688311688311687,21
reversal_3m,2001-08-01,0.007792207792207793,21
reversal_3m,2001-09-01,0.005194805194805195,21
reversal_3m,2001-10-01,0.04481974903484786,21
reversal_3m,2001-11-01,0.4831168831168831,21
reversal_3m,2001-12-01,-0.03702501007226562,21
reversal_3m,2002-01-01,0.24415584415584415,21
reversal_3m,2002-02-01,0.2292952378159608,21
reversal_3m,2002-03-01,-0.45324675324675323,21
reversal_3m,2002-04-01,-0.02533290162839227,21
reversal_3m,2002-05-01,0.18252680404046737,21
reversal_3m,2002-06-01,-0.387012987012987,21
reversal_3m,2002-07-01,-0.2526794547037075,21
reversal_3m,2002-08-01,-0.05064935064935065,21
reversal_3m,2002-09-01,-0.40259740259740256,21
reversal_3m,2002-10-01,0.31633648956479576,21
reversal_3m,2002-11-01,0.550828220022478,21
reversal_3m,2002-12-01,-0.03896103896103896,21
reversal_3m,2003-01-01,-0.016883116883116882,21
reversal_3m,2003-02-01,0.10198116809378427,21
reversal_3m,2003-03-01,0.38129264758631437,21
reversal_3m,2003-04-01,-0.278661917912315,21
reversal_3m,2003-05-01,-0.15064935064935067,21
reversal_3m,2003-06-01,-0.06105878854022752,21
reversal_3m,2003-07-01,-0.05454545454545454,21
reversal_3m,2003-08-01,-0.05584415584415584,21
reversal_3m,2003-09-01,0.14805194805194805,21
reversal_3m,2003-10-01,0.390386509709327,21
reversal_3m,2003-11-01,0.03896103896103896,21
reversal_3m,2003-12-01,-0.3470914876856455,21
reversal_3m,2004-01-01,-0.15589477925164472,21
reversal_3m,2004-02-01,-0.1292627544628221,21
reversal_3m,2004-03-01,-0.2664068138738989,21
reversal_3m,2004-04-01,-0.2475634050876963,21
reversal_3m,2004-05-01,-0.21168831168831168,21
reversal_3m,2004-06-01,0.16493506493506493,21
reversal_3m,2004-07-01,0.2714285714285714,21
reversal_3m,2004-08-01,-0.05394867692492243,21
reversal_3m,2004-09-01,-0.15659522474051132,21
reversal_3m,2004-10-01,-0.06300747328087308,21
reversal_3m,2004-11-01,-0.2857142857142857,21
reversal_3m,2004-12-01,-0.219551814112733,21
reversal_3m,2005-01-01,-0.12467532467532469,21
reversal_3m,2005-02-01,0.2344917304576823,21
reversal_3m,2005-03-01,0.07792207792207792,21
reversal_3m,2005-04-01,-0.0025982463208607453,21
reversal_3m,2005-05-01,0.1760311882383155,21
reversal_3m,2005-06-01,0.25527770102456826,21
reversal_3m,2005-07-01,0.2533290162839227,21
reversal_3m,2005-08-01,-0.2675324675324675,21
reversal_3m,2005-09-01,-0.08704125174883497,21
reversal_3m,2005-10-01,0.20071452828649258,21
reversal_3m,2005-11-01,-0.22020137569294815,21
reversal_3m,2005-12-01,0.3103896103896104,21
reversal_3m,2006-01-01,-0.1903215430030496,21
reversal_3m,2006-02-01,0.12727272727272726,21
reversal_3m,2006-03-01,0.024675324675324677,21
reversal_3m,2006-04-01,-0.1948051948051948,21
reversal_3m,2006-05-01,0.21377522381588474,21
reversal_3m,2006-06-01,0.031168831168831172,21
reversal_3m,2006-07-01,0.2279961146555304,21
reversal_3m,2006-08-01,-0.14160442448691063,21
reversal_3m,2006-09-01,-0.08249432068732866,21
reversal_3m,2006-10-01,-0.09483599071141723,21
reversal_3m,2006-11-01,-0.20909090909090908,21
reversal_3m,2006-12-01,0.49350649350649345,21
reversal_3m,2007-01-01,0.06885352750280975,21
reversal_3m,2007-02-01,0.13575837026497395,21
reversal_3m,2007-03-01,-0.06040922696001233,21
reversal_3m,2007-04-01,-0.29480519480519485,21
reversal_3m,2007-05-01,0.22020137569294815,21
reversal_3m,2007-06-01,-0.15344616355003832,21
reversal_3m,2007-07-01,-0.219551814112733,21
reversal_3m,2007-08-01,0.13636363636363635,21
reversal_3m,2007-09-01,0.28831168831168835,21
reversal_3m,2007-10-01,0.41298701298701296,21
reversal_3m,2007-11-01,-0.612987012987013,21
reversal_3m,2007-12-01,-0.02727272727272727,21
reversal_3m,2008-01-01,-0.05068227190771736,21
reversal_3m,2008-02-01,0.3077922077922078,21
reversal_3m,2008-03-01,-0.1846555527466563,21
reversal_3m,2008-04-01,-0.005194805194805195,21
reversal_3m,2008-05-01,-0.5618707668861361,21
reversal_3m,2008-06-01,0.025974025974025972,21
reversal_3m,2008-07-01,0.3397207064525425,21
reversal_3m,2008-08-01,0.06430659644130345,21
reversal_3m,2008-09-01,0.12467532467532469,21
reversal_3m,2008-10-01,0.08314388226754385,21
reversal_3m,2008-11-01,0.11298701298701298,21
reversal_3m,2008-12-01,-0.3701298701298701,21
reversal_3m,2009-01-01,0.32413122852737797,21
reversal_3m,2009-02-01,0.4424952201173785,21
reversal_3m,2009-03-01,-0.023376623376623374,21
reversal_3m,2009-04-01,-0.15844155844155844,21
reversal_3m,2009-05-01,0.09220779220779221,21
reversal_3m,2009-06-01,0.362041121050383,21
reversal_3m,2009-07-01,0.42286458872008637,21
reversal_3m,2009-08-01,0.032467532467532464,21
reversal_3m,2009-09-01,-0.0012987012987012987,21
reversal_3m,2009-10-01,0.15479695260368156,21
reversal_3m,2009-11-01,-0.125974025974026,21
reversal_3m,2009-12-01,0.16254890206571854,21
reversal_3m,2010-01-01,0.10851204369985638,21
reversal_3m,2010-02-01,0.47628340138919,21
reversal_3m,2010-03-01,-0.042221502713987114,21
reversal_3m,2010-04-01,-0.042221502713987114,21
reversal_3m,2010-05-01,0.17272727272727273,21
reversal_3m,2010-06-01,0.22987012987012984,21
reversal_3m,2010-07-01,-0.21688311688311687,21
reversal_3m,2010-08-01,-0.125974025974026,21
reversal_3m,2010-09-01,0.13246753246753248,21
reversal_3m,2010-10-01,0.13896103896103898,21
reversal_3m,2010-11-01,0.2631579502900709,21
reversal_3m,2010-12-01,-0.11757064601894875,21
reversal_3m,2011-01-01,-0.16758688769551808,21
reversal_3m,2011-02-01,0.08769081332905015,21
reversal_3m,2011-03-01,0.4285714285714285,21
reversal_3m,2011-04-01,0.2753246753246753,21
reversal_3m,2011-05-01,-0.41377072659707365,21
reversal_3m,2011-06-01,-0.03896103896103896,21
reversal_3m,2011-07-01,-0.13519668434197427,21
reversal_3m,2011-08-01,0.00714517738236705,21
reversal_3m,2011-09-01,-0.21428571428571425,21
reversal_3m,2011-10-01,-0.15459565609121434,21
reversal_3m,2011-11-01,0.44949661350890896,21
reversal_3m,2011-12-01,0.21168831168831168,21
reversal_3m,2012-01-01,0.02143553214710115,21
reversal_3m,2012-02-01,-0.2753246753246753,21
reversal_3m,2012-03-01,0.3091913121824287,21
reversal_3m,2012-04-01,0.3260799132680236,21
reversal_3m,2012-05-01,-0.2935064935064935,21
reversal_3m,2012-06-01,-0.24155844155844156,21
reversal_3m,2012-07-01,0.08961038961038961,21
reversal_3m,2012-08-01,0.4163689729179345,21
reversal_3m,2012-09-01,-0.25406113225535243,21
reversal_3m,2012-10-01,0.014285714285714285,21
reversal_3m,2012-11-01,-0.18051948051948052,21
reversal_3m,2012-12-01,0.15844155844155844,21
reversal_3m,2013-01-01,-0.20467840578116625,21
reversal_3m,2013-02-01,0.22727272727272727,21
reversal_3m,2013-03-01,0.03506493506493507,21
reversal_3m,2013-04-01,-0.022077922077922082,21
reversal_3m,2013-05-01,-0.06300747328087308,21
reversal_3m,2013-06-01,-0.14694420746740958,21
reversal_3m,2013-07-01,-0.13510880868475877,21
reversal_3m,2013-08-01,-0.3818181818181818,21
reversal_3m,2013-09-01,0.5077922077922078,21
reversal_3m,2013-10-01,0.23376623376623373,21
reversal_3m,2013-11-01,-0.08051948051948052,21
reversal_3m,2013-12-01,-0.04806755693592379,21
reversal_3m,2014-01-01,0.07272727272727272,21
reversal_3m,2014-02-01,0.14285714285714285,21
reversal_3m,2014-03-01,-0.0025974025974025974,21
reversal_3m,2014-04-01,-0.059740259740259746,21
reversal_3m,2014-05-01,-0.390386509709327,21
reversal_3m,2014-06-01,-0.03766233766233767,21
reversal_3m,2014-07-01,0.32488635838280355,21
reversal_3m,2014-08-01,0.43729703838325357,21
reversal_3m,2014-09-01,0.13382269904009036,22
reversal_3m,2014-10-01,-0.07850889892281734,22
reversal_3m,2014-11-01,0.24110671936758896,22
reversal_3m,2014-12-01,0.07175142388065843,22
reversal_3m,2015-01-01,0.21462864453719852,22
reversal_3m,2015-02-01,-0.06438859336115954,22
reversal_3m,2015-03-01,0.050268287799501765,22
reversal_3m,2015-04-01,0.18977690674868078,22
reversal_3m,2015-05-01,-0.2659514398644834,22
reversal_3m,2015-06-01,-0.3998886580831071,22
reversal_3m,2015-07-01,0.10336063671133508,22
reversal_3m,2015-08-01,-0.05819209968273873,22
reversal_3m,2015-09-01,-0.09206439226200884,22
reversal_3m,2015-10-01,0.040090344438170535,22
reversal_3m,2015-11-01,0.3462298923718492,22
reversal_3m,2015-12-01,0.23959334613194655,22
reversal_3m,2016-01-01,0.0966101849101779,22
reversal_3m,2016-02-01,0.1044902611562677,22
reversal_3m,2016-03-01,0.6438304400525816,22
reversal_3m,2016-04-01,-0.374859939590861,22
reversal_3m,2016-05-01,-0.11302631921959554,22
reversal_3m,2016-06-01,0.27005654027523407,22
reversal_3m,2016-07-01,-0.05990394918638563,22
reversal_3m,2016-08-01,-0.10333145115753813,22
reversal_3m,2016-09-01,0.04349054112990601,22
reversal_3m,2016-10-01,-0.2090069615193576,22
reversal_3m,2016-11-01,0.1293419989447854,22
reversal_3m,2016-12-01,-0.056481222246631185,22
reversal_3m,2017-01-01,0.16158194669187648,22
reversal_3m,2017-02-01,-0.014116318464144554,22
reversal_3m,2017-03-01,0.022650147407302777,22
reversal_3m,2017-04-01,0.047995482778091486,22
reversal_3m,2017-05-01,-0.45636827575277994,22
reversal_3m,2017-06-01,0.019768427786320913,22
reversal_3m,2017-07-01,-0.34387351778656133,22
reversal_3m,2017-08-01,0.339356295878035,22
reversal_3m,2017-09-01,-0.04973158045662203,22
reversal_3m,2017-10-01,-0.3315447745877251,22
reversal_3m,2017-11-01,-0.23113882280407286,22
reversal_3m,2017-12-01,-0.18238283455674761,22
reversal_3m,2018-01-01,0.3357884353132637,22
reversal_3m,2018-02-01,0.21632308120459745,22
reversal_3m,2018-03-01,-0.0220214568040655,22
reversal_3m,2018-04-01,-0.10570950792161193,22
reversal_3m,2018-05-01,0.04970347557703544,22
